image,sender_id,label,kids
643ca1b2-c14d-4c18-b7d6-5502cff8c689,125,Longsleeve,False
9924b453-8a3f-4572-b59d-9d09e6ef7f2d,83,T-Shirt,False
471a5dba-b2d6-40ef-9856-37c83ac15ad2,201,Hat,False
707cf964-a067-412a-a562-ac5a1112f81b,10,Pants,False
1630f6f0-54b4-47ea-b065-698c0fa18f8d,148,Longsleeve,True
22e20d3c-bcb1-4941-8287-01ee6297f62f,323,Shorts,False
503a05c5-7748-4573-a989-fa744c25da52,273,Undershirt,False
7a634f1b-53ef-4314-b4d0-829a4be0933c,217,Dress,False
9bccf7a3-d461-44d6-ad9c-c59e86853258,18,T-Shirt,False
e3f2266a-49db-412e-99ab-a57cb0b226e7,226,Shoes,False
367f402d-cf3d-4a39-8717-d5f30d9b8560,232,Shorts,False
691adbe1-f608-471e-bbdf-cc2779e92b4e,265,Shorts,False
171437da-73a2-484d-90b5-9a0ce4b36140,171,T-Shirt,False
3646d5d0-76d6-4a8e-bfa4-f00ff7a41824,164,Shorts,False
ae6a0db6-8bce-44f9-9eaf-e685a02346be,27,Polo,False
471f46a6-09d5-48c1-a9ea-83617c1fc294,3,Pants,False
7fb44e44-48e0-418c-9f28-695cf29997ad,263,T-Shirt,True
a8f604ac-1c19-4d5d-b1c5-9b6e41cc6f45,312,Undershirt,True
b69d769b-2cca-4e65-b98b-29ae3fc70399,123,Shirt,False
e789e54a-cc2c-4e20-9dda-df90e832099e,274,Dress,True
325f5050-f03e-48ac-9738-c4f6019aefe4,62,T-Shirt,False
968dfe4f-b221-40e8-b196-9e889239c71b,62,T-Shirt,False
c287c715-21bb-420c-ad4d-128d2dd3078d,33,Shoes,False
522cf1b9-f25b-4e6f-81b4-787bbe1d28ce,198,Pants,False
f34957ab-a838-4b9d-9177-e9ea86831379,17,T-Shirt,False
f4323b73-1faa-4ca8-8adc-8452dbc116d3,248,T-Shirt,False
fd680055-a909-4c5e-adf7-cb071d63148f,142,Pants,True
4a4cb8eb-0b97-45c3-99cd-b777f94441bc,319,Longsleeve,False
2adf987d-a985-4023-81d4-adf9368ca251,148,Dress,False
b23375c8-fe67-4390-b770-444bf8eb83b4,113,Pants,False
932d783e-f31c-4521-9b0b-d93769cf539c,113,Pants,False
ed28db5a-db33-4f80-ace3-16f945f7911a,148,Outwear,False
91b1ab10-19de-4262-9560-5c0ae1351612,315,T-Shirt,False
6a43a320-606e-40d4-ad6c-1f93ad0bbca7,95,Shorts,False
a8c5bdc9-1e18-4a83-b54d-57d7e519fbf9,163,T-Shirt,False
b9671bc8-ce12-4846-87e9-21c0d1298fab,72,Outwear,False
027a10cb-97f0-46f3-b670-611e481bb8fe,288,Pants,True
c65f8289-e55a-4f8c-a388-a4c6424fce79,331,Shorts,False
f1ff2780-2ab1-401f-8089-089b5dfa1cf2,185,Skirt,False
6fd0bcb3-9869-480c-85b9-9fa28ecfdea0,216,Shirt,True
49f8cd37-e4da-48f2-9937-7f6b4ed0795d,351,Polo,True
0ad8629f-2e9f-4591-a661-7489d6d49737,168,Outwear,False
6048d80e-6197-4274-a326-f42812586e9b,226,Shoes,False
4fd981b1-d7fe-4d7f-8029-8e5532723129,195,T-Shirt,False
8f809fea-1f7d-4695-be36-a061bd77c170,154,Hat,False
e5d94424-9941-4eb7-985a-a68b85bf3781,113,Shorts,False
13e4f8bd-04b9-48a8-9939-05d86b9cf9bf,16,T-Shirt,False
ba724b12-489f-45b4-bed0-c6c152f8c142,217,Undershirt,False
765235f1-0e47-436f-8d09-665463c8c6ca,167,Shoes,False
ade4c3c3-86ce-4187-b601-989279c0592d,245,Shoes,False
5771c333-b23a-4499-86d9-02d0c047bb70,65,Shorts,False
f8a7abd7-f479-40d0-ab45-fcdaef82e1c5,250,Shoes,False
4afd4480-98bf-42df-9104-6c7fc2f5950d,158,Not sure,False
f60f4649-b463-4585-aeb2-e0d192b968ca,293,Pants,False
d49fe040-1e56-4a6f-8514-2967b3495ad1,330,Pants,False
909f9c2f-3564-4a30-a891-85601707f188,102,Longsleeve,False
d7c07f9f-8362-4abc-92aa-193221a7db5b,285,Hat,False
35707ebd-0264-4bbf-b5f2-a33c5c4bff4d,366,Shoes,False
0f1bb8dd-1e6b-4266-bda1-c81646cfae75,51,Shirt,True
c14a445b-08ea-406d-aa46-9eed4562b654,297,Pants,False
25a66eb2-ce17-44b0-8dc0-811f40e90a5e,12,T-Shirt,False
667a7349-f0a7-43bc-bb70-246b61e6354b,279,Skirt,False
ec196957-56c2-4ebf-acfe-c13b620f79cc,166,Longsleeve,False
328e21ed-2843-4469-a49d-4c01470dc98d,315,Shirt,False
484aaf4f-de3a-445b-8a3a-452e9e6af697,292,Dress,False
47a8fb89-4285-481e-af54-20bc6afb7860,103,T-Shirt,False
0b5f7f85-fa44-4406-91ed-6b730e4b6fa1,211,Dress,False
501e6c1c-4bbb-46b7-8d95-edbeb901826d,85,Pants,False
e221fe90-ab6f-437b-9b0b-9a4f995c2bad,68,T-Shirt,False
fcfc68be-41ea-40ef-8040-624453983a85,330,T-Shirt,False
8e4200ca-15aa-4d67-b0dd-ac98d8baa42c,43,T-Shirt,False
a45a4d15-bc24-432b-912e-eb81eba16ef1,118,T-Shirt,False
ac607963-d6e4-48c9-9610-32bfd1d00258,72,Hoodie,False
d19e46d9-621e-42f3-b989-528cf9cf97b2,218,Pants,False
4bf0c9ac-a79b-45ad-96ba-bb354b85274a,348,Longsleeve,False
f2ed2a21-1f1d-4c4f-b814-ea534d7bc397,103,Longsleeve,False
128fcc9f-04ce-496b-96a5-ff4d489a73b4,66,Undershirt,False
5467d2cf-df50-4b00-9394-259f303b2db9,201,Pants,True
6d57d841-f0f9-4aa2-971f-0149ce938319,196,Outwear,False
e2b0031c-9917-4043-8dde-63bee7e4495b,150,Longsleeve,False
ac6b4d26-7e1b-49a5-8045-84d213b56a7e,173,Dress,False
24ccd098-8f30-4b75-a1aa-06a8c42d9835,167,T-Shirt,False
b40fd43d-6c94-41d2-b107-fe98fa633ea9,100,T-Shirt,False
5927c07b-c5cb-4167-9fda-9e6dd22fc872,23,T-Shirt,False
578688ef-feb7-4890-a256-950e01d6d45e,51,Shoes,False
1d42c614-19d5-4515-8ef9-0bf551a601c0,178,Pants,False
618e1ed4-f01e-45b5-9a5b-ace8f9744f1e,330,T-Shirt,False
be85b49f-cdfd-41bf-b54e-584751c5ee1c,52,Longsleeve,True
1a6c9cd3-99bc-481a-95d7-5c38ed1730ee,248,T-Shirt,False
9e523581-4e18-4d4f-bc1c-a8708b3c5d50,111,T-Shirt,False
e0b088bd-41de-4b38-b6e8-c2d3b2bbc53c,349,Shoes,False
98daa3f5-8a8b-43ad-b7df-b7f63dfb7c04,17,Hat,False
4313db90-b7e8-4f73-b239-f70ad8e0bf7a,221,Dress,False
ff5b1764-1272-41bf-a324-98f1b9f13fae,0,Shoes,False
62309a10-d8ff-4f5c-bfb5-85ed0c2682dc,294,Shoes,False
02ef828a-a7d5-4475-bf44-3907b3a977ff,166,T-Shirt,False
80c77dd2-8dfb-4674-9c83-aa36f86c6794,351,Longsleeve,False
56cb5e95-40f1-4f3a-b935-b2cea9f2f038,82,Dress,True
826b1069-0bd8-471c-80a4-11095808714a,292,Longsleeve,False
f7ffc2ea-400f-4965-b989-0b755b9db198,128,Pants,False
f0759fd0-0102-4019-a4f2-eaf956e89e8f,150,T-Shirt,False
f7825b1f-0f9e-4e37-8c93-1cc1c6b82970,103,T-Shirt,False
f48cef02-ed1e-4056-84dd-0859ad145a25,218,Dress,True
d7922d25-98f8-4d89-a6ac-a596397f2eaa,142,Body,True
f72b6737-47de-4b8f-a1f0-a874d3d591b6,294,Shoes,False
09ffb7d6-3045-4d5a-8f4b-f0e4738fa960,266,T-Shirt,False
274c9f51-9e9d-46b1-af8b-434c528eb2fd,175,T-Shirt,False
459ec559-7f45-4906-95d7-d449d5eadfdf,370,Outwear,False
32662cf1-4440-459c-b55c-0ba39b71f768,51,Shoes,False
ca045c6f-5bb5-4e8f-ae75-b177c01e6137,162,Shoes,False
6b4278ed-f15b-4989-ac9e-0dbf4361d6e0,131,Shoes,False
b16414e1-9cd7-4173-81d2-4be5bb75553d,336,T-Shirt,False
97cddbc9-a59f-490e-a10d-7878b2aff826,301,Dress,False
0a3e62e3-fac5-4648-9da2-f6bc4074ee31,303,Dress,True
d372b66f-d6b2-43c6-b33f-095a8fd78595,31,Pants,False
13e42594-f930-4cb3-b107-2df98d2feda8,166,Dress,False
2ea87992-6eb5-46a2-9ac6-e4ac727179aa,332,Outwear,False
bcf7f2c7-c8ff-416e-a2a2-3219c6c36f04,279,Outwear,False
638afa0a-e012-4a74-bb4a-1ea1c6d0b3b5,186,Hoodie,False
510f1ddc-4984-4c98-8485-a22193eda539,113,Pants,False
b59e4d4a-a283-4868-8a81-2f24d8b9c8d8,65,Dress,False
7abae46c-5bb5-4652-9fee-ce292af58e71,166,Shorts,False
ae596614-9997-47d9-9203-b90214b5ae32,153,Polo,False
12a48c81-d35b-45f8-93fd-5d69153163e2,279,T-Shirt,False
a07ccc66-face-417b-a672-27caee7e72ab,198,T-Shirt,False
6a06dfe2-5e0f-4e2f-875d-56f159de38ab,3,Polo,False
9764558f-a55d-4909-865a-b2967debafef,174,Dress,False
611666c6-6310-4f7f-8979-be4c1fb2ffe0,116,Outwear,False
1fae982c-5248-4f9f-8140-841e3110e37c,166,T-Shirt,False
56a45826-246b-4a6d-9a5e-60772500cbb8,305,Shoes,False
399f799b-df4b-4b99-9a30-f3f914a2e39a,360,T-Shirt,False
f83cdf3f-f53a-4395-b70f-da23eb29e676,125,Dress,False
c3a0f268-9b3b-4783-bb75-0a88dcc31101,190,T-Shirt,False
14134251-ecd3-48a9-add2-da7c35961c6e,290,Shorts,False
17e1cea3-4010-4f4f-b7a4-77d96594e219,24,Shorts,False
b88b9d84-7e62-4ffa-be92-854dc1804349,165,T-Shirt,False
9007ff00-66fe-4967-8ca2-9d305675ca1d,198,Outwear,False
e6b7c7d2-85ee-47a0-8ecd-34b8731b5922,305,Outwear,False
5c9981b1-068c-41ec-84bf-d001b6ea816a,113,Shirt,False
2362285c-34bf-47bc-a40f-4f324b85f72d,224,Shoes,True
7bfaa9c2-d467-4627-9ff4-233075aa65d4,154,Hat,False
b1c5965b-d09a-46f1-877f-fb1252b65d20,201,Dress,True
77c8b292-eb18-4348-98fe-e722bb500c79,82,Shorts,True
fb9e862c-8c64-4f23-b1e9-e734ec797436,293,Shoes,False
8dcd8c2d-e44b-445b-b026-653d7e6918b8,140,Dress,False
1d419bc1-c0a7-40b3-b0c3-c36bc62a0f47,139,Outwear,False
cbbe7c24-9d0a-4a7b-9680-af3c0f36b51f,169,Dress,False
dc2b759e-a1a7-4abe-9bb1-e92c0a606c6d,256,Dress,False
8743c20a-9ef3-41e2-80b8-9385302530a4,252,T-Shirt,False
54e2c8ea-58ef-4871-ae3f-75eabd9a2c6c,168,T-Shirt,False
87b0d648-c2d0-4eaa-bc9c-cdbb0ec9823f,150,Shirt,False
7b0722e4-ecae-4332-9971-eb3ee433d748,240,Pants,False
a5cc0291-7315-4d43-8c30-0a98b68013e6,138,Not sure,False
4b72d5a8-4a05-4df9-ab95-2404cfff4c03,40,Dress,False
18ed7f47-b091-4eb0-ae81-89f2ef139a9b,178,Outwear,False
69e7ec12-a8b6-4571-8d9f-f46bd017495d,125,Hoodie,False
2dff871a-a18a-4ab7-bbd2-cfdd1544b3fa,78,Pants,False
10fb1c4a-a2ab-4f43-848e-d8a1a41dff8c,94,Pants,False
c418c376-58bc-4937-a306-f438a1af347c,248,Longsleeve,False
8a11c5b5-0c7f-47f3-8103-9f58b64cce96,319,T-Shirt,False
af1d0eb2-09ab-4207-b800-cf1126ec031e,214,Shoes,True
229c99a7-2bed-4013-ac54-fbf668a3f7b0,270,Skip,False
a2e323bf-7cec-44d0-a0cf-b9d5d99bb05f,129,T-Shirt,False
8839ff09-34ac-4d05-9126-57f5fc242f21,166,Shirt,False
d4e28f4e-4575-4183-86fd-4c71105bd426,169,Shoes,False
542e0f88-7b55-47ee-998e-c08c5eb2f021,82,Pants,True
51c9d43b-439e-4846-882f-8ef26062fcb9,292,Shoes,False
60a2a660-b21a-450f-af86-1d87aabb743a,330,Shorts,False
22cc2840-9a64-4d9f-8dbe-00e81fa4b2c1,212,Dress,False
a9d21da6-dea5-476c-a79b-bfd51f714bee,186,T-Shirt,False
996ee77c-3ed1-4630-9838-5d141ff18536,257,T-Shirt,False
36ce9691-290b-4449-bebd-90d01f8bbeb1,216,Skirt,True
2cf630a8-cb6b-48df-9d16-f6d69ed38ffe,312,Undershirt,True
9455eea0-e445-4382-ae2e-323acaaee464,240,Pants,False
cc1a01e7-f0dd-4d6d-a06a-99953ecfad4a,367,Top,False
8a4f3de1-5971-48f6-ad93-64a6a1dec148,294,Shoes,False
2495090c-7686-482f-842b-f375f2b3bb76,166,T-Shirt,False
74530f6e-302d-440c-843c-ac1aad9d57be,5,Hat,False
03103065-f445-44a5-b707-53b73534f57d,363,T-Shirt,False
68acaac1-017b-46e8-bf8f-04595f4d2e51,24,Hoodie,False
bed78b94-b7d5-4e2a-befb-684dba950ec7,330,Pants,False
71529624-20f9-489b-9395-6b8c6e024403,226,T-Shirt,False
81ea6d3a-911f-4900-b504-89d7fa5e2ee4,111,Outwear,False
20fdd11b-41dc-4a3f-85c6-c349659f9744,340,T-Shirt,False
1a3b3d48-e500-44e4-9fb3-dadde06ea48b,167,T-Shirt,False
ee0fde64-aac5-4904-a8df-921864d7c01c,332,Skirt,False
09b9df3b-46c1-4909-b16c-1ac92868217d,164,Undershirt,False
d61d0598-c35c-44e4-b134-1a769eff27de,138,Hoodie,False
edcc8286-9218-4d5a-8ab1-d2649d23355e,280,T-Shirt,False
19f02195-3724-420c-b431-5bb39b65e527,351,T-Shirt,False
fb2e8f5d-7433-4abb-b606-6bd4e736edaf,95,Shorts,False
b4cfaf56-3a45-4e71-b902-56cf352ee685,218,Other,True
12e39792-ffb7-4b21-b62e-842a4cc9f2f3,167,Outwear,False
9aed9755-ebfc-4d0e-ab13-0f6bdb6ca7a7,194,Blazer,True
0fe811aa-3980-481b-9acb-8c81a7ca5ebd,246,T-Shirt,True
fb5dd646-6a9e-4666-ab78-74b463431f54,166,T-Shirt,False
cadf29a3-b15b-49fa-ab60-34534d07e6bb,153,Shoes,False
fc2c397f-29cb-4524-b797-5bda35da7d18,332,Longsleeve,False
f366dac4-ed8a-4051-8c4c-61bb5d372ebd,166,T-Shirt,False
c60e486d-10ed-4f64-abab-5bb698c736dd,63,Skip,False
205a7b9a-361b-49ec-a301-857f51ce22d4,66,Top,True
51f52902-2209-4e89-a0a5-0b8d01572d28,56,Hat,False
777c856d-c9ca-4ffb-b4e9-8dbee17ceba7,103,Shorts,False
7febd883-b771-40d4-8f8a-4a38912ae611,339,T-Shirt,False
bdbe4658-abe5-4841-a92a-eda6d6b64253,166,T-Shirt,False
fb59bc3a-fdb9-498c-99a6-de73d500f643,370,Pants,False
221f6226-4285-4d83-83ab-d3a1950e4a22,205,Dress,False
692b2e5c-17f5-4620-a365-e943dff37dc5,240,T-Shirt,False
eb21f945-1035-463d-bd48-35b62d2cf288,166,Longsleeve,False
6873ca27-5771-48ef-a254-11fa1be5f4fd,103,T-Shirt,False
d595cc6d-bff8-4078-bf45-797f34e2d47c,221,Blazer,False
17f835b2-a006-42a3-8ce8-d16b593a8d11,151,Shoes,False
de55824f-9283-476f-b82b-16c8d4230933,193,Pants,True
d451d01d-eade-4bf3-aa40-89e16dbd6be2,57,Shirt,False
0ab26941-211e-44d7-a62a-20207fa7a3e0,232,Skirt,False
d1ced6ee-7b6a-4152-9e9c-261db0f8f4c5,91,Shoes,False
bf4d2b72-f4f9-47aa-ba99-d5bfedc68342,224,Shoes,False
5de6404c-9a31-4d1e-b3fc-f747e31d19bd,80,Shorts,False
af22af1c-af7c-43d0-aac9-9e662e6f2497,218,T-Shirt,False
8b98a6bd-5fb9-452f-9057-38086fe7843c,245,Not sure,False
167f23be-4615-498a-ace4-d0b0f64cc95f,259,Not sure,False
23916e8a-6b1f-4b78-a4dd-a70f5ea8c88b,301,Shorts,False
f7e20220-14c1-44c0-8d0b-e0ac4bf8b18b,3,Pants,False
b8c71b29-9989-4d27-8274-cdb9a813a6d5,90,Longsleeve,False
78534d30-3cc9-409f-a8be-903f5864af3f,169,Shorts,False
9e74bfe4-37ec-40d9-beaa-a091d6c35548,72,T-Shirt,True
bcce8445-ab0d-4bfa-bd73-9d01a1e99d9e,344,Longsleeve,False
8c2759e4-2ff5-4cf8-8ac9-88501c634cae,72,Shoes,False
07b616c7-1ac6-48ea-8517-f0bc8d4ad4ec,201,Pants,True
6bef3bd4-ba87-4937-a3df-6cd3de11b7af,166,Longsleeve,True
2c54ae46-0d68-4bca-a225-bbef7b34b640,168,Pants,False
adf533b2-59ca-42bd-bd78-cb02ff90217a,216,Pants,True
6b6416d0-7fae-4858-ba58-f0420302a1b2,163,Skirt,False
182967b4-47ec-4b2e-bac0-27bf24c5a2cc,116,T-Shirt,False
45800d6c-a8d8-47d9-b61e-91a194ba49e9,122,T-Shirt,True
cf0ab953-d1b3-4c51-bbc6-f50078b4df58,174,Dress,False
d7dfcea1-9e64-4eb8-9293-e570f48d4c01,5,Hat,False
dc14465c-cecb-48e4-8ef0-49914b2a9d6a,314,Shorts,False
4f531375-ea12-4f45-b5bc-f206088fbf5a,369,Dress,False
04ed530a-0bf6-42ee-82c5-73be8e1f6438,193,T-Shirt,True
556761df-ffc1-4af4-aaf9-80425f50fb8b,99,Shirt,False
63d3879a-5930-4ad9-822f-0c81abe361fe,4,Outwear,True
82942b72-fef2-4c9a-bf64-70525f95a654,139,Pants,False
5fcc9116-4153-4438-8024-f0ea54c3b40f,31,Pants,False
253dc2b9-f49e-4f55-9917-c9005c29bbd9,0,Shoes,False
b00f4c40-c1b2-4fcb-9380-12b1134cd3ed,366,Shoes,False
b739894c-5385-4b5d-a06f-26d57780161f,82,Skip,False
4338519e-515a-46e2-8443-4d3213426d2e,150,Longsleeve,False
3179d873-a710-41a9-8773-98f01184d016,64,Shorts,False
29e42d8d-ea01-40d3-b82b-002c4343ed93,77,Longsleeve,False
6d89acf9-e8b0-4231-9915-2854adb7a223,196,Longsleeve,False
5074fbd6-8654-40a8-8131-e593be6a10af,331,T-Shirt,False
093c92b3-1d92-493c-bfb8-c0735429dea3,138,Shorts,False
7ee4c64a-2540-4d05-84c2-4c6de40aac26,292,Polo,False
60923f19-292b-4523-a5ac-48339d155a0d,186,Outwear,False
ddbe70b9-d6d0-4df6-a20d-c89e9552b0ec,33,T-Shirt,False
80799dd7-6bc5-4898-aff0-04059c82464c,66,T-Shirt,False
334c6367-375a-41e6-9ea8-1dbafd54e602,256,T-Shirt,False
f5cc4125-f9b2-4d1c-b384-65f2263ef140,252,Outwear,False
c7036eae-f06c-4aaf-85d5-fdbf64505cfa,6,T-Shirt,False
83bd321b-ca56-4603-8851-7375d0740ecc,294,Shoes,False
5eb1d4ac-85dd-4110-a807-863cfe114c80,66,Not sure,False
ac8a9f3c-6436-4bfa-8a08-978ec833045c,224,Shoes,False
3c8cc00a-fa65-43e9-b4f0-5f836fba322d,66,Top,False
4c60802b-fe0c-4cc8-a36e-0c6bde058bea,287,Dress,False
3979fe73-7315-4caa-bcce-7612ea948f04,31,Pants,True
d74b5597-9fd8-4d25-ae3d-1af31ea70507,186,Outwear,False
58e51574-d451-4a2c-a5d4-c6675781cb54,186,T-Shirt,False
54ae4c27-e2ed-4acb-afaa-c8ee74c44996,233,T-Shirt,False
37a0cfa8-0f10-405a-8d48-838a3d687620,150,Pants,False
88eedb3c-fd03-4fc3-bb3c-ee0a77906a81,124,T-Shirt,False
adefd137-8fd0-415b-8139-f406e5f46182,92,Skirt,False
dc085363-f0c8-4ce2-9eb2-b2795ae06836,215,T-Shirt,False
2fda90ab-4110-4017-8805-8cdfe45dc02d,216,Other,True
da8c5862-ca52-4e08-9654-830a21a33cc0,178,Other,True
8486c6c9-0af0-49c4-a1dd-7caec3b34075,195,Longsleeve,False
eadafb3f-4598-48f3-bc88-7cd88cb0b07f,154,Hat,False
75e88fea-2087-4973-97ec-3449bbff9590,138,T-Shirt,False
47ce5231-abc8-4ab3-8a84-8deeb79fabb2,154,Hat,False
2ce576f8-cb93-43ee-933b-22d1c6d1678f,35,T-Shirt,False
539cd346-31ae-4f90-898e-52791ce84da0,167,Shorts,True
3e203f7a-5b90-4b27-9303-a5634a80f015,256,Shorts,False
25812699-f609-4db8-871e-a86a11fb3afc,82,T-Shirt,False
a301c1a1-c1d3-4cbd-a360-8fab1698e96c,207,Shorts,False
2456b899-8146-4823-951a-efe3ab0c2a5b,148,Dress,False
bd36c132-7d35-4c8d-a1a3-307e9a86ba79,10,T-Shirt,False
c0a3ae6d-9184-4570-a045-fcce55242758,65,Hat,False
c8a12997-2e63-4a57-9cb5-68749f5eb816,344,T-Shirt,False
867ebe12-3b03-437e-9432-bff033a81e46,201,Pants,True
4615e916-41bd-4793-bbb1-8aa1855ba4e3,118,Shorts,False
e3f59ab5-daa0-4acf-a114-c6fae6afef56,110,Shirt,False
983a73c5-3aed-4e42-9286-47d5bd98209a,33,T-Shirt,False
3eef0277-3c10-4c24-99d7-75edc091064b,278,T-Shirt,False
582c7907-c235-4d85-973e-aec285cf4f98,15,Longsleeve,True
283f8e5a-7d4f-4340-ba65-0f772a93cf25,242,Longsleeve,False
a7b367e2-59ef-48c2-93d7-bd3d17a12c3a,0,Shoes,False
53b3c5cf-66bb-4741-b8e2-aa42562a4795,288,Pants,True
2519bdf8-67c2-46d2-9a6d-4d078e0a4de9,14,Shirt,False
a1725635-3d95-4fd5-854f-b685edf504aa,244,Hat,False
46f62d95-a8f3-4b5c-8d2b-9e8f0d8983de,353,Dress,False
040d73b7-21b5-4cf2-84fc-e1a80231b202,336,Skip,False
2617b57c-b899-4758-a512-c8cc516da560,326,Top,False
6388d73a-66b0-4c68-9a3b-2a1a71d1df6c,82,Not sure,False
d11bc092-7b74-40a2-952e-39a9131fdc2a,285,Outwear,True
8573543e-6d88-44a0-8b99-e338ab2808d1,164,Outwear,False
13a7bfe9-bb57-41a2-867a-149e9d26c93a,178,Dress,False
3cb946f7-5c07-42b8-bd7c-6e2801cf3c7f,128,T-Shirt,False
4eb4072c-8da5-4667-9cb2-e670ee65bc07,57,Dress,False
0f58b637-b85c-4082-ba14-64c4dc120b93,18,Undershirt,False
5c4bae39-ff5e-4d76-a2b1-9386906a565b,158,Outwear,False
df3fb1e1-389a-4ac1-acd7-f791f0546c4e,178,Not sure,False
83a8cf9d-2453-4450-99a4-c402f0072d5f,280,Pants,False
2fc44c1b-c482-46d5-b34b-f559c1d976d7,274,T-Shirt,True
9f747796-8b18-4019-ab9e-3a3e3cf60590,216,Other,False
6f50f3a9-d730-4c73-828f-d155291d4d5b,339,Shorts,False
325ea382-e615-4ddb-9595-bb1b8863209e,117,T-Shirt,False
97cb988a-d250-432d-8585-d93373456355,31,Pants,False
027c81f2-c6e1-498a-8f69-823ce631438e,138,Pants,False
5ce4af56-0a90-49bb-b4bc-23ed04dc1b11,94,T-Shirt,False
0aa095c3-9d4d-4416-8788-82655af859a8,242,T-Shirt,False
3434a264-2825-4e92-b731-3f02aa976617,78,Shirt,False
3ad2f431-cc51-45af-9e4c-8b13f3b6772c,131,Shoes,False
5081af53-6dd0-454b-be59-e9575b031f98,330,Pants,False
15839171-a64e-4526-a4fa-314a7b2c72fc,141,Shoes,False
8a21d557-1c9d-4769-af62-e8cf24dbdf0e,319,Hoodie,False
3902b16f-a0e4-49c4-adba-75a2ba07d224,184,Hoodie,False
0deb9798-5e87-413f-93aa-e19017648a4b,165,Longsleeve,False
ca487126-ba97-4491-917a-60ad64b8d0b2,274,Not sure,True
509f9576-1fcd-4941-8188-7a3a50a3ef75,111,Longsleeve,False
1d3e7e1d-6f5a-4a99-8a74-15e007d144f4,254,Pants,True
eaebcbd6-c54d-435e-a679-13ca18e96e4c,262,Shorts,False
a54e0797-50e3-46e9-841c-539fb3776a2a,352,Dress,True
c1be15b5-e23e-46cf-ada3-b221321f7101,37,Shirt,False
ad7af6f6-e6a6-4950-b3c8-eb498ea70726,322,T-Shirt,False
59225f02-287d-4f5a-8b0a-a9749ddd9d9d,50,Pants,False
b8d21d3f-7316-4de3-a087-214a42c5e096,262,Longsleeve,True
b4ac2cc0-22f0-4659-82c3-835fa1347660,322,Blazer,False
af1bcb5b-f255-455d-aede-442bcfc5ac2f,48,Polo,False
1490d841-c8de-433d-8a58-7c840c2f24a0,48,Pants,False
50c03b15-b03e-4b7f-bd52-6332eca1bea8,48,T-Shirt,False
c6cdf184-6bc0-4a74-b979-cd8764781ab5,48,Polo,False
d5491f73-f2bc-4683-aecb-05e5af2720e0,48,T-Shirt,False
23636f41-67c0-4065-b82a-6fd0d3704c07,41,T-Shirt,False
04f0b07f-4b9f-4c55-bc5d-b693658fb32c,322,Dress,False
70d08b8a-72e4-4e35-bff6-21563e19eed0,48,T-Shirt,False
5e0c1b76-5405-4192-9dd0-3b3fd46060a9,322,Hoodie,False
138183f7-178c-4d31-9069-60226d43fab4,48,T-Shirt,False
a9fd7830-428a-4a9f-b099-ba5a48c26d24,322,Shirt,False
14dff627-0c2f-43f7-85a9-79f90fa0cbcd,228,T-Shirt,False
f5bb1e14-cec6-436d-b13d-66a30d91e330,262,Shoes,False
f292247a-3e20-42e1-826e-92539ab39823,322,Longsleeve,False
4245ab7f-8b51-407d-a63b-a3c7fc5007c4,48,Shirt,False
2116e249-2f93-4f3e-9fff-e55ea9464cd6,41,Longsleeve,False
421c4931-edc5-4458-ae7e-4e3b7a6d8ea7,41,Pants,False
dcd0e476-3a62-417c-8000-2aac7af37e60,41,Pants,False
f63adeea-b217-4747-bb2c-8a1b4ce4cef8,50,Pants,False
5bdc1260-a69c-4368-b439-9b96400a5d3c,352,Pants,True
f92d0fa3-45bd-423e-87e5-6d32650787c4,50,Pants,False
4cd8f1c0-f5cf-4ab0-9635-c9b09e5376bc,282,T-Shirt,False
cc66ab14-3372-4c9a-9171-9007d7154538,262,Dress,False
188eaa2d-1a69-49b1-a9fb-7b3789ac93b4,361,Pants,False
2c2188ab-3a18-4d1c-9103-f1d109061cc3,48,Polo,False
252363a7-81a6-41dc-b468-e009177ff176,262,Longsleeve,False
34b08259-f999-45c8-bf2f-be3becec7fe4,322,Pants,False
6e69a725-ea5d-4097-83c9-7397e135988b,41,Longsleeve,False
1b4db421-80bf-411e-9359-828415b49948,135,Shorts,False
e404ad46-d0b7-4079-822c-4ec304f5b5a7,48,Longsleeve,False
63de7e8c-5972-4eff-96c1-88a045880550,322,T-Shirt,False
6fb5a560-4000-43f6-b656-f61cf0a8649e,48,Skirt,False
c5371dda-ab7d-4bfc-9b5b-275c579e3f94,48,T-Shirt,False
79b4fd6e-ad0e-4b68-b956-bc5c7748dbcc,322,Longsleeve,False
b7ac9688-55a5-4da2-b4f4-375dcc911760,262,Shoes,False
9d981826-b53b-449b-bf38-ead10ca80682,48,T-Shirt,False
a2e6fd5e-001b-4cbc-86a0-7f015a1beda6,322,Dress,False
23c11d4a-ba64-4640-83e1-11c6f0008b0b,41,Pants,False
bd80bf28-cacb-438c-af31-8ffd7c557a9a,322,Longsleeve,False
a5b5dd47-2e34-475e-99b0-6a977fb8786c,48,Dress,False
78a8a904-8108-45b2-b6d5-fe19ecb5a996,282,Undershirt,False
8ac52361-e196-4967-b667-d72e8c4e33c3,127,T-Shirt,False
0cd501af-4cce-460d-9431-637bf0d95499,48,Shirt,True
de4d08da-985e-4c74-aa20-2dd3b07a9695,48,T-Shirt,False
f74f364b-57e3-4574-be4a-6c7879d34312,54,Blazer,False
